order,asn_description,count,name,industry
355," CUII CHINA UNICOM Industrial Internet Backbone, CN",3906,中国联通工业互联网骨干网公司,公共通信
356," CARNET-AS J.Marohnica 5, 10000 Zagreb, HR",3902,"CARNET-AS J.Marohnica 5, 10000 Zagreb, HR",
357,"OPTIMUM-WIFI2, US",3884,优速国际,信息服务
358,"METRONETUK_M24SEVEN, GB",3883,M24SEVEN,信息服务
359,"TIF-AS Iliad Italia S.p.A, FR",3876,TIF-AS Iliad Italia S.p.A,云计算数据中心
360," FR-RENATER Reseau National de telecommunications pour la Technologie, FR",3831,法国RENATER国家电信科技网络,科研院校
361,"EPM Telecomunicaciones S.A. E.S.P., CO",3827,EPM Telecomunicaciones S.A. E.S.P.,公共通信
362,"  DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V., DE",3822,DFN Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,云计算数据中心
363," VIASAT-SP-BACKBONE, US",3788,VIASAT,公共通信
364,"HLKOMM 04107 Leipzig, DE",3769,HLKOMM,信息服务
365,"MCT-SYDNEY Macquarie Telecom, AU",3761,澳洲麦格理电信,公共服务
366," OPTUSCOM-AS01-AU SingTel Optus Pty Ltd, AU",3758,新加坡电信优普斯有限公司,信息服务
367,"CERBERUSNETWORKS-AS, GB",3753,思贝网络有限公司,网络安全
368," ARNES-NET Academic and Research Network of Slovenia, SI",3749,斯洛文尼亚学术研究网络,科研院校
369,"CNCGROUP-GZ China Unicom Guangzhou network, CN",3725,中国联合网络通信集团有限公司广州分公司,公共通信
370," CTM-MO Companhia de Telecomunicacoes de Macau SARL, MO",3707,CTM-MO Companhia de Telecomunicacoes de Macau SARL,公共通信
371,"MIDCO-NET, US",3694,美国中网科技有限公司,信息服务
372,"GOOGLE-CLOUD-PLATFORM, US",3679,谷歌云平台,云计算数据中心
373,"KBRO-AS-TW kbro CO. Ltd., TW",3668,kbro CO. Ltd.,信息服务
374,"GLOBALCONNECT-AS42525, DK",3666,GLOBALCONNECT,网络安全
375,"ATT-MOBILITY-LLC-AS20057, US",3662,傲骏移动有限责任公司,电信
376,"MEO-EMPRESAS, PT",3644,梅奥公司,信息服务
377,"SERVERYOU, US",3640,SERVERYOU,云计算数据中心
378,"KINGSTON-UK-AS, GB",3638,金士顿英国有限公司,信息服务
379,"CLOUVIDER Clouvider - Global ASN, GB",3610,Clouvider,云计算数据中心
380,"ASN-AVANTEL-MSK Located in Moscow, Russia., RU",3587,ASN-AVANTEL-MSK,信息服务
381," VIDEOTRON, CA",3558,VIDEOTRON,信息服务
382,"BRENNERCOM-AS, IT",3528,布伦纳通讯有限公司,信息服务
383,"RADIANT-VANCOUVER, CA",3517,辐射温哥华公司,云计算数据中心
384,"DTCOAL Shanxi Datong Coal Group Communication Co., Ltd, CN",3492,山西大同煤炭集团电信有限责任公司,煤炭
385,"ASN-CWACCESS, GB",3476,ASN-CWACCESS,信息服务
386,"ACDNET-ASN1, US",3431,云南云网网络科技有限公司,云计算数据中心
387,"AS62904, US",3415
388,"CTELCO, US",3408,CTELCO,公共通信
389,"SBN-AWN-AS-02-AP SBN-ISPAWN-ISP and SBN-NIXAWN-NIX, TH",3402,"SBN-AWN-AS-02-AP SBN-ISPAWN-ISP and SBN-NIXAWN-NIX, TH",信息服务
390,"US-SIGNAL, US",3400,美国信号公司,信息服务
391,"KAZAKHTELECOM-AS, KZ",3394,哈萨克斯坦电信公司,信息服务
392," SPIRITTEL-AS, US",3366,思必达-AS,信息服务
393,"INT-PDN-STE-AS STE PDN Internal AS, SY",3335,"INT-PDN-STE-AS STE PDN Internal AS, SY",信息服务
394,"AS-ICUK, GB",3331,云算安全,网络安全
395,"BREDBAND2, SE",3305,BREDBAND2,信息服务
396,"CNCGROUP-SZ China Unicom Shenzen network, CN",3277,中国联合网络通信有限公司深圳市分公司,信息服务
397,"LIMESTONENETWORKS, US",3270,石灰岩网络,信息服务
398,"TTBP-AS-AP Triple T Broadband Public Company Limited, TH",3269,泰国三T宽带上市公司,公共通信
399,"ATT-CERFNET-BLOCK, US",3261,美国电信公司,公共通信
400,"VODACOM-, ZA",3195,VODACOM-,公共通信
401,"CHINANET-QINGHAI-AS-AP Qinghai Telecom, CN",3195,青海电信,公共通信
402,"MOBILY-AS Etihad Etisalat Company Mobily, SA",3181,亚洲之夜机对机航空SA,航空
403," QA-ISP, QA",3163,QA-ISP,信息服务
404,"BRSPD-PUBLIC, US",3142,"BRSPD-PUBLIC, US",信息服务
405,"DATABANK-LATISYS, US",3116,数据银行－LATISYS,云计算数据中心
406,"ZEN-ECN, US",3104,ZEN-ECN,金融
407," MAGYAR-TELEKOM-MAIN-AS Magyar Telekom Nyrt., HU",3104,Magyar Telekom Nyrt.,公共通信
408,"GODADDY, DE",3101,GODADDY,信息服务
409,"TELIA-NORWAY-AS Telia Norway Core Networks, NO",3096,Telia Norway Core Networks,公共通信
410,"DATAPIPE, US",3089,DATAPIPE,信息服务
411,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location, GB",3089,"UKSERVERS-AS UK Dedicated Servers, Hosting and Co-Location",信息服务
412,"HATHWAY-NET-AP Hathway IP Over Cable Internet, IN",3086,Hathway IP Over Cable Internet,信息服务
413," RCN-AS, US",3081,RCN-AS,电力
414,"LIQUID-AS, GB",3047,赛恩飞灵通网络安全有限公司,网络安全
415,"WAYPORT, US",3040,WAYPORT,信息服务
416,"INHERENT, FR",3027,基因生命科技有限公司,科研院校
417,"VODAFONETURKEY, TR",3010,土耳其沃达丰,信息服务
418,"AS-WAVE-1, US",2996,AS-WAVE-1,信息服务
419,"ASN-IDC T.NO.OM.I.NC, IT",2985,ASN-IDC T.NO.OM.I.NC,IT
420,"RADIANT-TORONTO, CA",2980,瑞迪ant-多伦多，加拿大,信息服务
421,"Vodafone-, EG",2967,沃达丰,电信
422,"Claro SA, BR",2910,Claro SA,信息服务
423,"Telecentro S.A., AR",2886,电信公司,信息服务
424," UKRTELNET, UA",2878,乌克兰电信公司,信息服务
425,"TINP-TW Taiwan Infrastructure Network Technologie, TW",2869,台湾基础设施网络技术有限公司,信息服务
426,"FREEM, FR",2864,FREEM,云计算数据中心
427," CENTURYLINK-LEGACY-EMBARQ-WNPK, US",2861,世纪互联遗产恩巴克斯,公共通信
428,"TOPNET, TN",2844,天网科技,信息服务
429,"TRANSTELECOM Moscow, Russia, RU",2841,莫斯科通信公司,信息服务
430," GRANDECOM-AS1, US",2835,格兰德通信,信息服务
431,"TELXIUS TELXIUS Cable, ES",2835,TELCIUS电信有限公司,公共通信
432,"QTLTELECOM-AS-AP Quadrant Televentures Limited, IN",2833,QTLTELECOM-AS-AP Quadrant Televentures Limited,信息服务
433," Administracion Nacional de Telecomunicaciones, UY",2829,乌拉圭国家电信管理局,公共通信
434,"AS-SONICTELECOM, US",2799,华纳电影公司,电影娱乐
435,"EUROFIBER-UNET EUROFIBER, NL",2785,荷兰欧佛伯网络公司,信息服务
436,"GOOGLE-FIBER, US",2781,谷歌光纤,云计算数据中心
437,"GLOBALCONNECT-AS31027, DK",2775,全球连接,信息服务
438," SURFNET-NL SURFnet, The Netherlands, NL",2772,SURFnet,信息服务
439,"EVERFAST-KC, US",2770,EVERFAST-KC,信息服务
440,"simbanet-tz, TZ",2758,中国信息器材公司,信息服务
441," GREEN green.ch AG Autonomous System, CH",2753,绿色云在线科技有限公司,云计算数据中心
442,"CHINATELECOM-HEILONGJIANG-IDC Heilongjiang Province, P.R.China., CN",2748,黑龙江省电信云计算数据中心,云计算数据中心
443," RTD Bucharest, Romania, RO",2738,RTD布加勒斯特罗马尼亚公司,交通
444,"  ASGARR Consortium GARR, IT",2733,ASGARR集团公司,信息服务
445,"VTX-NETWORK, CH",2725,"VTX-NETWORK, CH",信息服务
446,"DIGICABLE, HU",2706,迪吉卡布尔,信息服务
447,"  DNIC-ASBLK-00721-00726, US",2705,云计算数据中心,网络安全
448," XS4ALL-NL Amsterdam, NL",2692,"XS4ALL-NL Amsterdam, NL",信息服务
449," CNT-AS Moscow, Russia, RU",2691,CNT-AS,信息服务
450," TELIANET-DENMARK, SE",2687,丹麦电信网络公司,信息服务
451,"Telkom-Internet, ZA",2682,南非电信公司互联网服务,公共通信
452,"TT_MOBIL Istanbul, TR",2680,TT_MOBIL Istanbul,信息服务
453,"DACEN-2, US",2679,DACEN-2,云计算数据中心
454,"FIDELITY-001, US",2666,富达投资管理公司,金融
455,"LEASEWEB-USA-WDC, US",2656,LEASEWEB-USA-WDC,云计算数据中心
456,"BIGLEAF, US",2654,大叶公司,云计算数据中心
457," ROSPRINT-AS, RU",2645,ROSPRINT-AS,信息服务
458,"AS-30083-GO-DADDY-COM-LLC, US",2628,AS-30083-GO-DADDY-COM-LLC,网络安全
459,"  IPXO, US",2618,IPXO,信息服务
460,"ETB - Colombia, CO",2617,ETB - Colombia,信息服务
461," NETCOLOGNE, DE",2592,网科宏讯,信息服务
462," TATACOMM-AS TATA Communications formerly VSNL is Leading ISP, IN",2568,塔塔通信,信息服务
463," CSUNET-NW, US",2558,CSUNET-NW,云计算数据中心
464,"Media Commerce Partners S.A, CO",2558,媒体商务合伙人有限公司,金融
465," VOCUS-RETAIL-AU Vocus Retail, AU",2552,Vocus Retail,信息服务
466,"WIA-AS, CZ",2546,中国航天科技集团公司,航空
467,"Mega Cable, S.A. de C.V., MX",2545,梅加电缆有限公司,信息服务
468,"BBNED-AS #1, NL",2528,BBNED-AS #1,信息服务
469,"AIRSTREAMCOMM-NET, US",2511,美国空流通信网络,信息服务
470,"FIRSTDIGITAL, US",2508,FIRSTDIGITAL,信息服务
471," COGECOWAVE, CA",2508,COGECOWAVE,公共通信
472,"ZAINUGAS, UG",2505,ZAINUGAS,云计算数据中心
473,"MEGAFON-AS Moscow, Russia, RU",2496,MEGAFON-AS,公共通信
474,"SIMPLY-ROMFORD, GB",2476,SIMPLY-ROMFORD,信息服务
475,"UTILITY-AS, US",2459,UTILITY-AS,公共服务
476," IDCF IDC Frontier Inc., JP",2442,IDC Frontier Inc.,云计算数据中心
477,"UNICOM-NM-WULANCHABU-IDC UNICOM InnerMongolia province network, CN",2435,联通内蒙古乌兰察布IDC联通内蒙古省网络有限公司,公共通信
478," USCC-ASN, US",2433,中国联通,信息服务
479,"VIL-AS-AP Vodafone Idea Ltd, IN",2428,沃达丰意大利有限公司,公共通信
480,"TEL-NET-AS, RU",2424,电信网络设备服务,信息服务
481,"FASTNETUK, GB",2421,FASTNETUK,信息服务
482," GLOBE-TELECOM-AS Globe Telecoms, PH",2416,环球电信有限公司,公共通信
483,"KPN-INTERNEDSERVICES KPN Internedservices, NL",2404,凯莎内部服务公司,信息服务
484,"LUCENT-CIO, US",2397,朗讯-CIO,信息服务
485," TELEFONICA CHILE S.A., CL",2388,智利电信,公共通信
486,"VTR BANDA ANCHA S.A., CL",2387,VTR BANDA ANCHA S.A.,公共通信
487,"DELUNET, DE",2381,德利纽特,信息服务
488,"UNICO-AS, RU",2376,联合亚洲公司,信息服务
489," LUMOS, US",2374,魔灯科技,云计算数据中心
490," RMIFL, GB",2374,RMIFL,金融
491,"RADORE, TR",2367,雷鸟科技,云计算数据中心
492," IWAY, CH",2362,广东南方电网有限责任公司,电力
493," STCN STNet, Incorporated, JP",2356,STCN STNet,信息服务
494,"CTSTELECOM, US",2336,CTSTELECOM,公共通信
495,"PEG-SV, US",2325,PEG-SV,信息服务
496,"HI3G, SE",2320,"HI3G, SE",电信
497,"ENVIA-TEL-AS D-09114 Chemnitz, DE",2317,"ENVIA-TEL-AS D-09114 Chemnitz, DE",公共通信
498,"WATCHCOMM-IN, US",2317,WATCHCOMM-IN,信息服务
499,"-Reserved AS-, ZZ",2311,保留有限公司,信息服务
500,"CHINANET-IDC-BJ-AP IDC, China Telecommunications Corporation, CN",2306,中国电信,公共通信
501," SONYTELECOM So-net Corporation, JP",2299,SONYTELECOM So-net Corporation,信息服务
502,"FASTNET-AS-ID Linknet-Fastnet ASN, ID",2296,快乐网,公共通信
503,"IMDC-AS12025, US",2290,IMDC-AS12025,信息服务
504,"AMAZON-AES, US",2290,亚马逊-AES,云计算数据中心
505,"VAIONI, GB",2289,VAIONI,信息服务
506,"SNET-FCC, US",2285,SNET-FCC,信息服务
507,"Techtel LMDS Comunicaciones Interactivas S.A., AR",2267,特创LMDS互动通信有限公司,信息服务
508,"TRUEONLINE-AS-AP True Online, TH",2250,True Online,信息服务
509,"ASN-ATLANET, IT",2242,ASN-ATLANET,信息服务
510,"RELIABLESITE, US",2239,可靠网站,信息服务
511," ZAQ JCOM Co., Ltd., JP",2235,ZAQ JCOM有限公司,信息服务
512,"ALGAR TELECOM SA, BR",2232,"ALGAR TELECOM SA, BR",信息服务
513,"HLL-AS, RU",2227,HLL-AS,信息服务
514,"   CONE, US",2214,中国网建,电力
515,"BEANFIELD, CA",2193,BEANFIELD,信息服务
516,"H3GUK, GB",2191,H3GUK,公共通信
517,"DU-AS1, AE",2176,AE,公共通信
518," NCIC-TW New Century InfoComm Tech Co., Ltd., TW",2175,新世纪信息通信科技有限公司,信息服务
519,"SIGNET-AS, NL",2169,"SIGNET-AS, NL",信息服务
520,"CHINANET-LIAONING-DALIAN-MAN CHINANET Liaoning province Dalian MAN network, CN",2165,中国电信辽宁大连MAN网络有限公司,公共通信
521,"NKN-CORE-NW NKN Core Network, IN",2164,NKN Core Network,信息服务
522,"ASDETUK www.heficed.com, US",2153,海菲特,云计算数据中心
523," ATLANTECH, US",2137,ATLANTECH,信息服务
524," SOVINTEL-EF-AS, RU",2122,SOVINTEL-EF-AS,信息服务
525," SAIX-NET, ZA",2112,赛迅网络,信息服务
526,"MEGANET-AS, RU",2104,"MEGANET-AS, RU",信息服务
527,"  DNIC-AS-00749, US",2099
528,"REDHOSTING-AS, NL",2090,红漩,云计算数据中心
529,"Ligga Telecomunicacoes S.A., BR",2077,Ligga Telecomunicacoes S.A.,公共通信
530,"TWRS-CBB, US",2063,中国铁建股份有限公司,建筑工程
531,"ENET-2, US",2045,"ENET-2, US",信息服务
532,"NORIS-NETWORK IT Service Provider located in Nuernberg, Germany, DE",2040,诺瑞斯网络信息技术服务提供商,信息服务
533,"ACI-1, CA",2032,ACI-1,云计算数据中心
534,"CELL-C, ZA",2032,CELL-C,公共通信
535,"VODAFONE-PT Vodafone Portugal, PT",2031,PT葡萄牙电信,公共通信
536,"LINKdotNET-AS, EG",2029,"LINKdotNET-AS, EG",信息服务
537,"CASAWEB-AS Via Molino Rosso 8 IMOLA BO ITALY, IT",2022,卡萨韦布公司,信息服务
538," AS3602-ROGERS-COM, CA",2006,罗杰斯通讯公司,信息服务
539," EPT-LU Entreprise des P. et T. Luxembourg, LU",2005,EPT-LU Entreprise des P. et T. Luxembourg,公共通信
540,"ASK4, GB",1996,ASK4,信息服务
541," CYBERCON, US",1995,赛博康,信息服务
542,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",1989,阿里巴巴美国科技有限公司,信息服务
543," GSNET Data Communication Business Group, TW",1983,GSNET Data Communication Business Group,信息服务
544,"HOTWIRE-COMMUNICATIONS, US",1965,豪特威尔通信,信息服务
545,"PATHWAY, CA",1961,"路径, 加利福尼亚",信息服务
546,"Colombia Movil, CO",1956,哥伦比亚移动,公共通信
547," TELIA-LIETUVA, LT",1948,特里亚-立陶宛,公共通信
548,"AS40676, US",1946,"AS40676, US",信息服务
549," CERNET-ASN-BLOCK, US",1946,中国教育和科研计算机网,科研院校
550," Compania Dominicana de Telefonos S. A., DO",1939,多米尼加电话公司,公共通信
551," ENTANET ENTANET International Limited, GB",1937,安恒网络国际有限公司,网络安全
552,"SERVIHOSTING-AS AireNetworks, ES",1936,SERVIHOSTING-AS AireNetworks,信息服务
553," XEPHION NTT-ME Corporation, JP",1936,翔尼日地-NTT-ME公司,信息服务
554,"Vogel Solucoes em Telecom e Informatica SA, BR",1936,沃格尔电信电脑解决方案有限公司,信息服务
555,"ORANGE_BELGIUM_SA New company name is Orange Belgium SA, BE",1935,Orange Belgium SA,公共通信
556,"BR.Digital Provider, BR",1932,数字提供者,信息服务
557,"Telconet S.A, EC",1922,Telconet S.A,信息服务
558,"SCAN-PLUS-AS q.beyond AG, DE",1916,SCAN-PLUS-AS q.beyond AG,信息服务
559,"JAGUAR-AS, FR",1902,捷豹汽车国际有限公司,汽车
560,"ALPHALINK-AS, FR",1901,阿尔法联通-阿尔法斯,信息服务
561,"CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP, EC",1892,厄瓜多尔国家电信公司 - CNT EP,公共通信
562," MCI-ASN, US",1885,MCI-ASN,信息服务
563,"  AS270, US",1884,亚司模拟,半导体
564,"CC-3272, CA",1881,CC-3272,证券
565,"INTERNAP-BLOCK-4, US",1877,INTERNAP-BLOCK-4,信息服务
566,"VODAFONE-IRELAND-ASN, IE",1874,沃达丰爱尔兰,信息服务
567,"Telgua, GT",1866,Telgua,公共通信
568," MISNET, US",1853,MISNET,信息服务
569,"NORLYS, DK",1847,NORLYS,公共通信
570,"TIKONAIN-AS Tikona Infinet Ltd., IN",1840,Tikona Infinet Ltd.,信息服务
571,"VODAFONE-AS-AP Vodafone Australia Pty Ltd, AU",1840,澳大利亚沃达丰有限责任公司,公共通信
572,"UNIFIQUE TELECOMUNICACOES SA, BR",1839,联通电信SA，BR,公共通信
573," ITILITY-LIMITED Internet Service Provider, GB",1832,ITY-LIMITED网络服务提供商,信息服务
574," GTSCE GTS Central Europe  Antel Germany, CZ",1831,GTS Central Europe,公共通信
575,"METRONET-AS Zagreb, Croatia, HR",1830,"METRONET-AS Zagreb, Croatia, HR",信息服务
576," Telefonica del Peru S.A.A., PE",1809,秘鲁电信公司,公共通信
577,"Instituto Costarricense de Electricidad y Telecom., CR",1809,哥斯达黎加电力和电信研究所,事业单位
578,"ASVOO VOO S.A., BE",1802,"ASVOO VOO S.A., BE",
579," ZLAN ZTV CO.,LTD, JP",1787,智蓝ZTV有限公司,信息服务
580,"TKTELEKOM-AS, PL",1780,"TKTELEKOM-AS, PL",信息服务
581,"DSINET-ASN, DE",1778,德思网络安全,网络安全
582,"AFRANET from AS58267 accept AS58267, IR",1767,AFRANET,信息服务
583,"ACS-INTERNET, US",1767,安全云科技,云计算数据中心
584,"CTTNET China TieTong Telecommunications Corporation, CN",1764,中国铁通通信公司,公共通信
585,"  CANET-ASN-4, CA",1752,加拿大电信-ASN-4,信息服务
586,"CHINANET-HEBEI-BAODING-MAN CHINA TELECOM, CN",1748,中国联通河北保定普图技术服务有限公司,公共通信
587," INET-AS, IT",1744,INET-AS,信息服务
588,"ACENS_AS Spain Hosting, housing and VPN services, ES",1744,"ACENS_AS Spain Hosting, housing and VPN services",云计算数据中心
589,"GPRS-AS ZAIN, KW",1741,GPRS-AS ZAIN,公共通信
590,"CDNEXT, GB",1732,CDNEXT,云计算数据中心
591," VOYANT, US",1731,VOYANT,信息服务
592,"TVC-AS1, US",1708,"TVC-AS1, US",信息服务
593,"GTCOMM, CA",1698,国通信达科技有限公司,信息服务
594,"TELEMAXX, DE",1692,泰利迈克斯,信息服务
595,"  UNINETT UNINETT, The Norwegian University & Research Network, NO",1686,挪威大学和研究网络,科研院校
596,"   UIUC, US",1683,UIUC,科研院校
597,"TMO-NL-AS, NL",1677,TMO-NL-AS,信息服务
598,"OCEANIC-INTERNET-RR, US",1675,怒海网络,云计算数据中心
599,"AS-ANEXIA ANEXIA Internetdienstleistungs GmbH, AT",1671,安诺克西亚互联网服务有限公司,信息服务
600," AS-BTIRE BT Ireland was previously known as Esat Net, EUnet Ireland & IEUnet., IE",1669,BT Ireland,信息服务
601," PRIMUS-AS6407, CA",1667,PRIMUS-AS6407,云计算数据中心
602,"IBIS-AS Imagine Group Ltd., IE",1662,IBIS-AS Imagine Group Ltd.,信息服务
603,"EXTRALAN-TW Extra-Lan Technologies Co., LTD, TW",1656,"Extra-Lan Technologies Co., LTD, TW",信息服务
604,"ENTEGAMEDIANET ENTEGA Medianet GmbH, DE",1640,ENTEGA Medianet GmbH,信息服务
605," SOVER-ASN, US",1630,SOVER-ASN,信息服务
606," DATAGROUP Datagroup PJSC, UA",1627,数据集团,信息服务
607,"SWITCH-LTD, US",1626,开关有限公司,信息服务
608," VIA-NET-WORKS-AS, US",1625,维亚网络公司,信息服务
609,"SASEUROPE, GB",1621,SASEUROPE,网络安全
610,"    MIT-GATEWAYS, US",1621,MIT-GATEWAYS,科研院校
611,"ROGERS-COMMUNICATIONS, CA",1621,罗杰斯通讯公司,公共通信
612,"CNM-AS-KR DLIVE, KR",1614,CNM-AS-KR DLIVE,信息服务
613,"T-MOBILE-AS21928, US",1610,T-Mobile,公共通信
614,"WTNET-AS wilhelm.tel GmbH, DE",1609,wilhelm.tel GmbH,信息服务
615," DATAHOP Datahop - Six Degrees, GB",1605,数据驾驶 Datahop - 六度,信息服务
616," PIRONETNDH-AS CANCOM Managed Services GmbH, DE",1602,CANCOM Managed Services GmbH,信息服务
617,"EASTLINK-HSI, CA",1601,东联高速信息,信息服务
618,"SXBCTV-AP SXBCTV ,Internet Service Provider, CN",1601,山西广播电视台,信息服务
619,"HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd, IN",1600,塔塔电信马哈拉斯特拉邦有限公司,公共通信
620," CSTNET-AS-AP Computer Network Information Center of Chinese Academy of Sciences CNIC-CAS, CN",1598,中国科学院计算机网络信息中心,科研院校
621,"TOTAL PLAY TELECOMUNICACIONES SA DE CV, MX",1590,TOTAL PLAY TELECOMUNICACIONES SA DE CV,信息服务
